,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365
350,33820.61974199741,34768.428976725416,35819.67334511207,36960.96066224116,38178.85586870035,39460.348165072886,40793.302817226795,42166.82115780978,43571.46998048532,44999.37348553133,46444.18373647429,47900.95901673829,49365.98428213537,50836.565824837664,52310.8258060567,53787.51409595257,55265.84696612752,56745.375856272345,58225.8851196469,59707.31520975463,61189.706779723536,62673.16113464265,64157.81297673564,65643.81210094246,67131.31143820302,68620.4595025287,70111.39583594775,71604.24845975699,73099.1326463788,74596.15054489368,76095.39134610022,77596.93177777581,79100.8367917888,80607.16035234497,82115.94626642381,83627.22901858133,85141.03458631218,86657.3812214567,88176.28018929758,89697.73646105659,91221.74935818357,92748.31314857477,94277.4175959739,95809.04846450553,97343.18798069652,98879.81525555688,100418.90666936974,101960.4362218369,103504.37585016323,105050.69571756024,106599.36447452797,108150.34949513763,109703.61709039676,111259.13270063578,112816.86106871752,114376.76639573407,115938.81248072852,117502.96284585864,119069.18084830057,120637.42978009244,122207.67295700668,123779.87379746068,125353.99589237878,126930.00306684728,128507.85943432897,130087.52944413725,131668.97792280724,133252.17010995114
360,34721.02589422825,35693.371491823134,36771.77480063288,37942.48419847836,39191.70678877031,40506.08817622855,41873.176162229174,43281.7898837937,44722.254657884965,46186.495632931896,47668.006750269524,49161.72527360956,50663.84703798515,52171.615395189816,53683.11017427625,55197.05452343714,56712.64939319153,58229.438933369966,59747.20565301527,61265.89169400012,62785.54155967387,64306.26161347356,65828.1921790466,67351.48881226087,68876.31007575324,70402.80982313497,71931.13255204688,73461.41081022215,74993.76395228751,76528.29776923434,78065.10466901104,79604.26419404104,81145.84373414928,82689.8993421316,84236.47659172004,85785.61143931,87337.33106514708,88891.65467918133,90448.59428308718,92008.15538411011,93570.33765913457,95135.13556915299,96702.53892545393,98272.5334095552,99845.10104932413,101420.22065393964,102997.86821043417,104578.01724454675,106160.63914854826,107745.70347859724,109333.17822405811,110923.03005106958,112515.22452250989,114109.72629635445,115706.49930428107,117305.50691223888,118906.712064562,120510.07741308711,122115.56543261524,123723.13852394567,125332.7591056135,126944.3896953588,128557.99298227801,130173.5318905163,131790.96963529507,133410.26977199197,135031.39623893352,136654.3133944999
370,35622.71970512637,36619.64571522384,37725.25772606203,38925.44428347874,40206.05421419994,41553.38905125506,42954.678633420524,44398.45939882202,45874.81469693925,47375.470161951525,48893.76119140807,50424.5036565393,51963.80395115068,53508.8422180501,55057.655733880354,56608.9407475757,58161.8827479495,59716.018484629865,61271.128536438075,62827.15666675097,64384.15117707929,65942.22344846268,67501.51939381477,69062.20030427397,70624.43035344612,72188.3687175757,73754.16483584672,75321.95577062007,76891.86494870849,78464.00179443671,80038.46192550327,81615.32769255848,83194.66891778991,84776.54373769421,86360.9994884772,87948.0735946254,89537.7944358545,91130.18217735582,92725.24955469495,94323.00260896733,95923.44137061242,97526.56049210193,99132.34983088916,100740.79498471852,102351.8777818223,103965.57672874574,105581.86741862478,107200.72290272942,108822.1140280166,110446.0097433262,112072.3773767228,113701.1828863409,115332.39108693921,116965.96585422108,118601.87030882866,120240.06698177461,121880.51796294247,123523.18503415253,125168.02978817341,126815.01373494578,128464.09839617573,130115.24538936214,131768.41650223098,133423.57375846335,135080.67947553168,136739.6963153831,138400.58732865116,140063.31599300745
380,36525.6216855691,37547.16980133846,38680.03761799451,39909.75347517034,41221.8075058175,42602.15671959156,44037.71251995555,45516.72816883836,47029.04458321199,48566.18744536311,50121.33321051814,51689.176005481255,53265.73248064401,54848.11931680384,56434.33103090525,58023.03680587236,59613.40653658576,61204.96946869716,62797.5041698589,64390.95596192963,65985.37689540359,67580.88333031817,69177.62673826629,70775.77412113921,72375.49524359895,73976.9545881275,75580.30652177107,77185.69260996032,78793.24034182316,80403.06276650981,82015.25870408044,83629.91330695823,85247.09882403153,86866.87547051611,88489.29234069928,90114.38832328389,91742.19299403837,93372.72747038303,95006.00521912555,96642.03281288757,98280.81063363148,99922.33352354098,101566.5913847048,103213.56972977963,104863.25018624424,106515.61095706785,108170.62724070772,109828.27161332735,111488.51437606366,113151.32387004992,114816.66676177098,116484.50830117315,118154.81255479912,119827.54261606288,121502.66079462272,123180.1287866713,124859.90782781343,126541.95883007527,128226.24250446154,129912.71947036008,131601.35035298957,133292.0958699802,134984.91690808587,136679.774590945,138376.630338722,140075.44592039136,141776.18349936424,143478.80567308763
390,37429.658717357284,38475.8684273358,39636.03666639751,40895.33121298516,42238.883110290815,43652.30441567755,45122.18764852773,46636.50244173568,48184.84683896327,49758.54615618896,51350.61752935767,52955.63300833988,54569.51921493112,56189.32912936925,57813.014313632004,59439.21672763988,61067.090547880754,62696.157418331895,64326.193819213484,65957.14657140855,67589.07142790325,69222.08969113232,70856.35836226556,72492.05013051881,74129.34033248894,75768.39874106723,77409.38463788017,79052.44408014165,80697.70860959908,82345.29489182113,83995.30494188685,85647.82670753995,87302.93485867603,88960.69168419084,90621.14803198432,92284.34425100911,93950.31110956421,95619.07067417585,97290.63714012575,98965.01760911613,100642.21281247633,102322.21778020872,104005.02245738207,105690.61227012721,107378.96864392691,109070.06947711186,110763.88957255943,112460.40103057474,114159.57360585629,115861.37503133572,117565.771311533,119272.72698792242,120982.20537863839,122694.16879469482,124408.57873473135,126125.3960601519,127844.58115237571,129566.09405378136,131289.8945938041,133015.9425015182,134744.19750593274,136474.61942511998,138207.16824520341,139941.80419014677,141678.4877831966,143417.17990076586,145157.84181947084,146900.43525697466
400,38334.7634123275,39405.672141048235,40593.183090037455,41882.10313962343,43257.203867126256,44703.75197015972,46208.020657833455,47757.69550420842,49342.13126160775,50952.45248707905,52581.51664052528,54223.77338052716,55875.05903094594,57532.362646370886,59193.59264970073,60857.3636299066,62522.8139278192,64189.457493673486,65857.06864833845,67525.59565557858,69195.09792688629,70865.70167237408,72537.56939508911,74210.8794491847,75885.81272483907,77562.54427008625,79241.23826825562,80922.04525734557,82605.1008222238,84290.52523659852,85978.42370329775,87668.88695896613,89361.9920888128,91057.80345034735,92756.37364056702,94457.74446464505,96161.94787981521,97869.00689850087,99578.9364415996,101291.74413735073,103007.43106419426,104725.99243795472,106447.41824492131,108171.69382315564,109898.80039479767,111628.7155523725,113361.41370217555,115096.86646780014,116835.04305679115,118575.91059328667,120319.43441936461,122065.57836765371,123814.3050076006,125565.57586762543,127319.35163523351,129075.59233699518,130834.25750016185,132595.30629754145,134358.69767712773,136124.39047785645,137892.34353274337,139662.51576055586,141434.86624707497,143209.35431690526,144985.93959671757,146764.5820707275,148545.2421291413,150327.88061023876
410,39240.873551305434,40336.51678967991,41551.41055375736,42870.00050579665,44276.6983998488,45756.42518655344,47295.13435983451,48880.227026816014,50500.81425186393,52147.81946092194,53813.94010000269,55493.503139000335,57182.25434927556,58877.11864720653,60575.96114286911,62277.36891473598,63980.464357392484,65684.75364048728,67390.00885765417,69096.17966248162,70803.32908332364,72511.58820501725,74221.12500611533,75932.12348431586,77644.77006576788,79359.24505893426,81075.71753637903,82794.34250618423,84515.25958705305,86238.59265270278,87964.45008653827,89692.92540774279,91424.09811116992,93158.0346178782,94894.78926942586,96634.4053231412,98376.91592154627,100122.34501969394,101870.70826117003,103622.01379813359,105376.2630537989,107133.451427733,108893.56894560103,110656.6008557635,112422.5281755839,114191.3281905266,115962.97490921449,117737.43947758952,119514.69055524113,121294.69465683897,123077.41646145933,124862.81909243143,126650.86437015691,128441.51304019347,130234.72497872282,132030.45937736653,133828.67490915908,135629.3298773484,137432.3823485528,139237.79027168444,141045.51158392412,142855.50430493505,144667.72662038944,146482.13695579933,148298.6940415556,150117.35696999627,151938.08524525844,153760.83882660072
420,40147.931590778644,41268.34301708785,42510.6576552622,43858.95964548812,45297.30057877908,46810.25529064913,48383.45717497865,50004.022484279165,51660.81821847222,53344.56631941552,55047.80389909778,56764.7349571835,58491.01447174974,60223.50302006964,61960.02223529552,63699.131553656676,65439.93731910584,67181.9378387148,68924.90291475168,70668.7835404475,72413.64632156248,74159.62718636553,75906.8995637996,77655.6530746648,79406.07966418864,81158.36488709072,82912.68269311015,84669.19255001852,86428.03810129633,88189.34681270503,89953.23024117171,91719.78468213332,93489.09203446725,95261.22077773696,97036.22699352841,98814.15538724384,100595.04028302008,102378.90657523142,104165.77062717728,105955.64111226311,107748.51979608029,109544.4022597936,111343.27856652957,113145.13387324651,114949.94899102279,116757.70089693317,118568.3632007631,120381.9065697892,122198.29911476915,124017.50674015594,125839.49346139222,127664.22169198269,129491.65250285735,131321.74585637456,133154.46081713805,134989.75574164014,136827.5884485875,138667.91637161933,140510.69669598612,142355.88648063503,144203.44276701883,146053.32267584337,147905.4834928573,149759.88274470074,151616.47826573384,153475.22825669366,155336.09133595016,157199.02658406206
430,41055.884227345574,42201.09581960314,43470.86747128526,44848.92151150499,46318.94904507914,47865.178442225864,49472.92263082734,51129.01264034266,52822.07104869077,54542.617978677845,56283.029904734176,58037.38758958023,59801.254990096124,61571.42815443426,63345.685083702556,65122.55744740163,66901.13544023142,68680.90942921123,70461.64686460853,72243.30003179904,74025.93907654447,75809.70474081428,77594.77588001588,79381.34771851565,81169.61770441935,82959.77662506251,84752.00329570574,86546.46163372607,88343.29929856116,90142.64734022987,91944.620482259,93749.31779015088,95556.82356125026,97367.20832862363,99180.52990937133,100996.83445289353,102816.15746125783,104638.52476483175,106463.95344362201,108292.4526895697,110124.02460820135,111958.66496008453,113796.36384383925,115637.1063232619,117480.87300157857,119327.64054608408,121177.38216649834,123030.06805035469,124885.66575864014,126744.14058477794,128605.4558798823,130469.57334704568,132336.45330723794,134206.05493922057,136078.33649570445,137953.2554978155,139830.76890976468,141710.83329547802,143593.40495879276,145478.4400686984,147365.89477097557,149255.72528747158,151147.88800415193,153042.33954895832,154939.0368604274,156837.93724793196,158738.99844433524,160642.17865178164
