,0.001,0.003111111111111111,0.005222222222222222,0.007333333333333333,0.009444444444444443,0.011555555555555555,0.013666666666666667,0.015777777777777776,0.017888888888888888,0.02
7033812.804073673,2711697.31598122,,3385085.4548823787,3665503.1286712987,3917475.4271445493,4150500.6630998403,4368963.487988486,4574994.483375797,4770704.865783679,4957497.574413079
7281579.348273393,2738487.3760050302,3104045.1744593163,3418463.5331169823,3701625.4593846416,3956054.231532967,4191344.962231587,4411934.468583093,4619962.5029661525,4817570.980534747,5006172.116598878
7565539.270860967,2767690.8898095777,3137101.2055246006,3454818.4564505927,3740973.365080023,3998094.781636281,4235876.536397991,4458803.811268711,4669038.773204854,4868742.892558227,5059340.855293274
7831848.08177622,2793188.5706037427,3165940.2406272134,3486561.882468655,3775336.8736899057,4034811.026956065,4274760.364375414,4499715.049865218,4711858.43868071,4913371.072428019,5105698.936144217
8180762.589140412,2826357.945853057,3203466.172767316,3527852.3602728797,3820007.1905657537,4082542.2566095255,4325314.5858374415,4552910.890612394,4767543.583761446,4971422.836992388,5166006.606038571
8473679.85809871,2853387.3638873203,3234075.5472628586,3561533.242725262,3856463.396714824,4121491.710336881,4366566.60068028,4596313.393880457,4812974.951263307,5018780.646725542,5215201.3215490235
9020249.636675335,2901008.4357164633,3288018.1162296757,3620898.375451853,3920691.321471342,4190097.583514245,4439218.661086352,4672756.082054649,4892989.775753259,5102188.37760709,5301841.667371705
9677448.49463364,2951263.743755416,3344829.3093097364,3683428.2710243776,3988354.895327968,4262373.46273821,4515751.323843592,4753293.606583118,4977307.223460787,5190093.383705784,5393167.603457728
10435614.167376872,3001996.088291874,3402247.725237819,3746592.0106750256,4056695.547879404,4335376.698439929,4593064.232470577,4834648.5625405675,5062472.164819456,5278872.7800202975,5485395.391741312
11033690.807767488,3036880.6400199137,3441676.940695102,3789987.3445793847,4103656.3247038415,4385542.41994911,4646179.956089545,4890523.414106927,5120950.749089526,5339824.981144096,5548705.003515129
11527313.696681473,3064119.823302152,3472468.3071677815,3823930.4309457825,4140403.040324155,4424808.402833546,4687768.4395593405,4934287.78921822,5166762.035865872,5387576.096370935,5598306.349599507
12034366.66864097,3092565.1714827674,3504670.740627315,3859361.8873668932,4178751.407474492,4465768.276202193,4731139.270785942,4979920.195163129,5214528.321354192,5437374.833478248,5650040.490043498
12529031.669581115,3116968.081609576,3532237.6390747936,3889693.861790936,4211543.203515752,4500788.008769059,4768219.760251523,5018927.142571457,5255352.362986574,5479927.573901254,5694243.808366602
13152381.901210433,3146305.0454082694,3565438.388659865,3926209.409700517,4251069.923458765,4543012.021678074,4812935.904099405,5065980.427561751,5304610.254946386,5531274.468380993,5747582.630794985
13727370.60393806,3170124.800300288,3592414.4398112316,3955913.6441043667,4283193.374780724,4577336.335197438,4849298.32323105,5104247.562396585,5344674.855955695,5573046.194764416,5790981.822678732
14512989.415370544,3189685.146189315,3614537.9306107266,3980248.3007000927,4309527.370483598,4605470.041630342,4879084.921441028,5135585.281080721,5377476.721241363,5607239.311086367,5826503.875310483
15152702.366264835,3202006.008744071,3628497.2481771153,3995638.7659988,4326183.5414672075,4623257.749637711,4897918.516074779,5155399.366958665,5398216.675408627,5628857.384914263,5848960.054104575
15771390.571339605,3207651.596830654,3634907.747012673,4002682.4315418554,4333811.840144831,4631410.75796937,4906554.034169318,5164484.239769273,5407724.478441895,5638765.910905213,5859251.683685399
15993193.532158306,3208606.6303930525,3635987.8194996812,4003876.8416883084,4335105.9246596955,4632793.845595735,4908018.245397875,5166023.589030925,5409334.436529395,5640443.047452648,5860993.161058068
16595186.234147245,3209209.0000410415,3636692.006119156,4004655.7132656886,4335949.149992387,4633691.789965259,4908971.159549904,5167030.585145634,5410392.731519156,5641550.076184264,5862146.045105088
17121734.367575362,3208047.6521416837,3635351.2117429506,4003185.7629737137,4334352.114001543,4631980.741567275,4907155.308003396,5165119.24060956,5408393.252640481,5639467.52878194,5859984.3403027505
17446823.113820538,3206631.1093580476,3633731.382122787,4001397.1864120285,4332418.687119951,4629921.414351953,4904980.240660922,5162833.441029569,5406000.770872721,5636973.743041902,5857394.075523259
18006856.21990185,3204176.708911894,3630961.821930688,3998336.8304158286,4329108.094246579,4626392.0564191565,4901246.384119118,5158908.676117375,5401896.644554821,5632700.647006158,5852959.495930782
18253124.728063963,3203235.5771547514,3629903.954676132,3997168.774379233,4327846.858896251,4625048.600220901,4899828.104699693,5157420.21819086,5400340.658990104,5631080.268564829,5851276.835939061
18800172.48054842,3201188.3795874687,3627582.9563130615,3994608.288145842,4325077.662033038,4622086.561933179,4896690.491453743,5154122.333040611,5396891.889029535,5627486.856841646,5847546.891003052
18895901.59686851,3200830.9955219137,3627181.6469821567,3994160.1542133526,4324592.854012487,4621568.189769993,4896143.746173638,5153547.934383506,5396291.910262238,5626862.534413933,5846899.100947475
19149222.34035351,3200539.7595022665,3626867.5562843797,3993829.312797602,4324235.870726753,4621186.3666943405,4895742.953141485,5153129.996049489,5395856.666634417,5626410.091086308,5846430.718653661
19671019.22995401,3212430.54776899,3640323.592930289,4008640.4283989016,4340275.588642261,4638332.318700334,4913903.828238693,5172239.910160932,5415861.946766836,5647266.98370969,5868100.320137142
19674976.677511703,3212518.536548642,3640425.462884104,4008753.06235867,4340396.99791477,4638461.850011834,4914040.922405711,5172384.186422561,5416013.065544831,5647424.638042639,5868264.218040482
19982951.651098046,3219509.898627091,3648353.266037091,4017491.1425906145,4349854.046068171,4648566.359977258,4924740.660548477,5183641.526522302,5427797.613976987,5659710.458459323,5881028.012472666
