,N,sx,sy,sz,sx_err_stat,sy_err_stat,sz_err_stat,sx_err_sm,sy_err_sm,sz_err_sm,sx_err_tot,sy_err_tot,sz_err_tot,M,Mxder,Myder,Mzder,Meder,M_err_no_Ebeam,M_err_due_to_Ebeam,M_err_with_Ebeam,varN,varN_top_no_Ebeam,varN_bottom_no_Ebeam,varN_top_with_Ebeam,varN_bottom_with_Ebeam
44,11467740.505255077,499.1112082951885,286.3864099774211,25.973501551290564,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3518196.241425764,6645.667906040043,10171.667251652443,135453.2901341118,373291.2758580944,71042.40625042835,373291.2758580944,379991.3158450003,48847426.93302904,49617785.0300823,48107564.491607144,53373567.37586029,45203693.52541743
45,11728370.971283602,499.9784732248807,287.55509060571035,26.076274987009665,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3549859.0691349274,6694.768320799205,10231.93894527328,136133.67211779096,376445.42818790354,71489.68149306386,376445.42818790354,383173.505038584,50477708.04667596,51274109.30740152,49712750.58017766,55166433.53096213,46702575.49308409
46,11989001.437312126,500.8191327969015,288.72285243140993,26.178135668678383,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3581391.9841475706,6743.783171768144,10291.46327400263,136808.51950173956,379583.94101475057,71933.01180105166,379583.94101475057,386339.6516836705,52123160.47382534,52945786.11451448,51332929.39972153,56976106.657284684,48215280.99862108
47,12249631.90334065,501.3295073451301,289.87920803062997,26.273426620749333,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3609835.35691262,6790.854024367607,10342.181254515543,137394.9203132022,382397.695090902,72326.43000496073,382397.695090902,389177.4783926954,53817589.14548955,54667470.23753576,53001095.432311274,58840573.07971273,49772262.599244595
48,12510262.369369175,501.8398818933586,291.03556362984995,26.36871757282028,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3638428.758345531,6838.119480586047,10393.001963905,137982.77251434722,385225.53375810425,72721.00073778727,385225.53375810425,392029.4068147459,55525166.58907452,56402436.1507269,54682277.70434524,60719569.85233684,51341248.36081681
49,12770892.8353977,503.02800402676354,292.0928407913542,26.454181731690866,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3669427.4730967944,6881.513486455924,10452.873596526942,138708.78752983664,388316.9044555032,73150.52817056111,388316.9044555032,395146.8310103682,57218072.94972996,58122156.46466686,56349330.948907405,62582048.82393417,52897039.2927051
50,13031523.301426224,504.84885670536204,293.0576204577969,26.532877679518155,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3703063.128357548,6921.89505764519,10522.227807019324,139565.0774516666,391695.24708684225,73619.45809782497,391695.24708684225,398553.6239968717,58891016.8258957,59821228.55216575,57997070.621885784,64422084.9964424,54434855.16029233
51,13292153.767454749,506.6557445968372,294.02286529953994,26.61137564528961,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3736781.9172537425,6962.300459734591,10591.455386094416,140420.47157059232,395080.10719369544,74087.83544068271,395080.10719369544,401966.7877579783,60573840.44065219,61530239.67666695,59654628.279406056,66273007.25313997,55981711.49868722
52,13552784.233483274,507.6217645865254,295.0161199473298,26.66636172661747,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3761797.9014072185,6996.6813756057445,10635.192388364387,141069.0344627073,397545.6446036305,74411.29518565106,397545.6446036305,404449.7254227306,62379958.17885719,63365288.34396656,61432853.08960469,68262022.25449735,57639928.57327166
53,13813414.699511798,508.58778457621355,296.0093745951197,26.721347807945328,2.02370910686093,0.6831758341120098,0.09119185892226393,5.1918764509721145,5.79525209406837,0,5.572340588240337,5.835381397485383,0.09119185892226393,3786937.4910227624,7031.175590918253,10679.030144851606,141719.5539027696,400022.94533342274,74735.6165531088,400022.94533342274,406944.4300820443,64199888.2320219,65214290.00561268,63224750.238595806,70266319.25298515,59310743.72550948
