,0.06,0.06857142857142857,0.07714285714285714,0.08571428571428573,0.09428571428571428,0.10285714285714287,0.11142857142857143,0.12
6693879.389122463,1991227.937872184,2221104.0384434867,2453573.7137324363,2688796.088654776,2926841.131935109,3167801.3489657636,3411447.3497279575,3657917.4703322137
6868606.838842592,2000439.2614937837,2231221.8124821046,2464616.587278065,2700763.3655569456,2939729.313039042,3181612.51308767,3426238.333118489,3673654.9129338567
7057311.54826781,2010396.5867936397,2242150.5872601005,2476535.3270255346,2713683.0024729343,2953662.191668431,3196554.8365870053,3442211.487179618,3690671.9025391396
7249982.525209272,2020576.8646820167,2253349.1481634015,2488728.0954637853,2726903.790955668,2967918.2641930752,3211840.016163962,3458547.938633076,3708083.543742284
7445826.651855403,2030946.0442784026,2264702.164390195,2501136.880376832,2740339.974110815,2982407.178798947,3227379.760664697,3475126.1521914187,3725756.4402814065
7662788.473115058,2041439.6608311136,,2513533.667556066,2753706.5970512973,2996734.698747647,3242686.184311284,3491404.7831954802,3743051.257642944
7870760.721232347,2051530.825926149,2287145.667891329,2525442.090612233,2766532.550350369,3010485.7590577393,3257371.1710167704,3507049.5648818254,3759652.977000514
8847174.911496703,2093753.5845386952,2333447.985551203,2575813.7407625285,2821000.287901746,3069139.211194135,3320225.6842798684,3574120.5045576086,3830995.294289795
9094929.243446115,2104706.9116563513,2345478.3616816457,2588933.4171053167,2835233.2750874963,3084472.6547116013,3336659.98728132,3591707.2114996356,3849722.7442764654
9377716.79000426,2117223.3924016417,2359231.3480010494,2603942.6146123647,2851512.4738683742,3101989.3942452865,3355466.4924479784,3611811.191504652,3871126.196318217
10172488.004583193,2138735.758736398,2382715.1467017606,2629383.905472302,2878970.3906483734,3131495.2550868113,3386985.3430285146,3645362.9894543765,3906766.4888372542
10475276.16408098,2144687.154369135,2389231.29214408,2636463.402092385,2886611.136384069,3139725.986863001,3395782.8191097556,3654725.1313594226,3916739.513022887
10981150.314656716,2160059.9095599987,2406073.2117414568,2654774.656301006,2906396.0319305076,3161009.601793109,3418548.3489942146,3679018.55326815,3942542.969318629
11876958.564459834,2195799.2026569163,2445202.128564292,2697347.821485781,2952400.750187482,3210448.1645992724,3471502.2221128163,3735556.019053346,4002594.5528292716
12692587.284874927,2228407.4066019906,2480778.735142196,2735982.1385005433,2994097.5623117764,3255169.7366887582,3519319.465265382,3786524.6024133167,4056739.5145451645
13075683.541618135,2241292.5007559857,2494890.9269577097,2751306.8478384614,3010658.578896566,3272949.783788896,3538386.023587682,3806822.9829632547,4078316.9586877627
13503913.561661165,2253062.863343616,2507761.3252664483,2765331.2139926422,3025798.920941214,3289243.223983177,3555812.552192937,3825407.830057327,4098083.0173086356
13942637.975467674,2262609.8776482623,2518232.2048723013,2776729.0989805153,3038130.77515938,3302510.895573638,3570055.2631186005,3840582.5395452,4114206.771633412
14465676.443849346,2280221.9581666146,2537532.643463255,2797690.105158091,3060794.480737274,3326880.757724591,3596171.1589125125,3868433.89217263,4143798.4441007813
14906365.33380934,2289232.8439402925,2547324.580611658,2808265.345581158,3072166.4268486896,3339061.888841978,3609155.6013018177,3882225.3607592504,4158410.836494186
15425711.971077487,2298646.142005125,2557619.31260944,2819420.1787958923,3084225.151763608,3352002.7350244885,3622972.807816056,3896975.9517730507,4174048.326903046
15460221.755068908,2299380.438558327,2558434.231530439,2820308.618631301,3085189.844573504,3353045.9680159306,3624097.5503369235,3898180.165435163,4175332.184098846
15899993.70856838,2309338.453763747,2569411.2666602717,2832321.042256737,3098241.76989267,3367140.957505115,3639244.046082822,3914392.2958307234,4192626.2601184375
15995965.034519553,2312939.827851972,2573353.347585646,2836592.2365980055,3102847.9838531655,3372081.40705465,3644535.7766551166,3920025.758931013,4198621.664428022
16484485.5774096,2331305.7445544912,2593417.8549989886,2858360.3837564313,3126313.0196556123,3397331.3752051145,3671509.2273076624,3948772.142314549,4229132.347676796
16705441.82220704,2338787.0816570553,2601455.821553091,2866993.97161877,3135530.0944066257,3407136.7687163907,3681898.4040089874,3959736.7552267425,4240675.693774219
17032618.863254648,2349650.2020928976,2613106.385727223,2879464.3908169623,3148764.057591794,3421190.265835885,3696772.028547614,3975373.418881064,4257161.1224967865
17129977.63653232,2352888.719684339,2616587.345026024,2883208.5433203536,3152724.257778265,3425387.891525916,3701199.44614746,3980035.904275978,4262063.218978096
17251034.959988315,2355919.8481462956,2619943.756554011,2886886.558810215,3156727.90550604,3429710.1060654493,3705859.273340359,3985028.7209828175,4267398.772917945
17595225.022629727,2363363.3521333532,2628311.007748648,2896190.0380195556,3166999.006424753,,3718091.8303967477,3998268.009897131,4281639.781282871
17740739.41269975,2366513.9626610084,2631852.409179006,2900117.5503778476,3171343.8110891,3445720.102073377,3723265.6682941206,4003862.7680950207,4287671.379518039
17938869.60475744,2371874.5648429636,2637737.3539113775,2906548.5099567506,3178286.107705774,3453197.0710832835,3731277.187103658,4012408.3824963723,4296761.230278241
18195174.20806736,2379650.35054989,2646158.512915514,2915642.6394565944,3188028.910315363,3463616.110106862,3742366.497771664,4024203.4254956446,4309224.9891019715
18486443.16246344,2388865.0473902677,2656168.1229919726,2926406.332409086,3199588.394262411,3475963.6540014967,3755506.5669463766,4038131.8738316293,4323994.589725865
18572888.93317545,2392759.144856576,2660395.065591401,2930899.0454602875,3204408.0193272145,3481089.929692741,3760954.108154707,4043879.4363535554,4330042.112440808
18652163.399124093,2396340.2205748158,2664266.3356830734,2935031.582068808,3208839.595353132,3485801.771304798,3765946.578336011,4049158.2738869605,4335611.229255194
