"filename", "language", "pip requirements", "Jupyter", "comment", "blank", "total"
"/home/ilobach/fur/wiggler_radiation/SRW/.ipynb_checkpoints/generating_undulator_spectrum_with_SRW-checkpoint.ipynb", "Jupyter", 0, 483, 0, 1, 484
"/home/ilobach/fur/wiggler_radiation/SRW/comparing_SRW_and_Wigrad.ipynb", "Jupyter", 0, 102826, 0, 1, 102827
"/home/ilobach/fur/wiggler_radiation/SRW/generating_undulator_spectrum_with_SRW.ipynb", "Jupyter", 0, 483, 0, 1, 484
"/home/ilobach/fur/wiggler_radiation/SRW/plotting_SRW_spectrum.ipynb", "Jupyter", 0, 244, 0, 0, 244
"/home/ilobach/fur/wiggler_radiation/generating_wiggler_radiation_array.ipynb", "Jupyter", 0, 286, 0, 1, 287
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/.ipynb_checkpoints/tilted_beam_in_undulator-checkpoint.ipynb", "Jupyter", 0, 229, 0, 1, 230
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/beam_divergence/.ipynb_checkpoints/beam_divergence_devs-checkpoint.ipynb", "Jupyter", 0, 6, 0, 1, 7
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/beam_divergence/beam_divergence_devs.ipynb", "Jupyter", 0, 124, 0, 1, 125
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/comparing_different_beam_energies.ipynb", "Jupyter", 0, 145, 0, 0, 145
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/number_of_coherent_modes_devs.ipynb", "Jupyter", 0, 224, 0, 0, 224
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/number_of_coherent_modes_devs_1.ipynb", "Jupyter", 0, 144, 0, 0, 144
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/rcc_cluster_batch_jobs/.ipynb_checkpoints/controls-checkpoint.ipynb", "Jupyter", 0, 205, 0, 1, 206
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/rcc_cluster_batch_jobs/controls.ipynb", "Jupyter", 0, 205, 0, 1, 206
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/rcc_cluster_batch_jobs/sbatch_job_analyzer.ipynb", "Jupyter", 0, 499, 0, 1, 500
"/home/ilobach/fur/wiggler_radiation/number_of_coherent_modes/tilted_beam_in_undulator.ipynb", "Jupyter", 0, 229, 0, 1, 230
"/home/ilobach/fur/wiggler_radiation/reading_SRW_precalculated.ipynb", "Jupyter", 0, 293, 0, 1, 294
"/home/ilobach/fur/wiggler_radiation/testing_wigrad_v16.ipynb", "Jupyter", 0, 133, 0, 0, 133
"/home/ilobach/fur/wiggler_radiation/tot_flux_vs_beam_energy.ipynb", "Jupyter", 0, 181, 0, 0, 181
"Total", "-", 43, 1147991, 0, 160, 1148194
