,t,var_ch1
0,0.0,8.4769354e-08
1,1.6662238958909465,8.409511e-08
2,3.332447791781893,8.277047e-08
3,4.998671687672839,8.299156e-08
4,6.664895583563786,8.349037e-08
5,8.331119479454733,8.375801e-08
6,9.997343375345679,8.430535e-08
7,11.663567271236627,8.356105e-08
8,13.329791167127572,8.4032365e-08
9,14.996015063018518,8.4362696e-08
10,16.662238958909466,8.546944e-08
11,18.328462854800414,8.3726945e-08
12,19.994686750691358,8.241304e-08
13,21.660910646582305,8.424657e-08
14,23.327134542473253,8.545546e-08
15,24.993358438364197,8.423366e-08
16,26.659582334255145,8.457111e-08
17,28.325806230146092,8.364269e-08
18,29.992030126037037,8.309669e-08
19,31.658254021927984,8.2440536e-08
20,33.32447791781893,8.285341e-08
21,34.990701813709876,8.324776e-08
22,36.65692570960083,8.353162e-08
23,38.32314960549177,8.462429e-08
24,39.989373501382715,8.623515e-08
25,41.65559739727367,8.324783e-08
26,43.32182129316461,8.151964e-08
27,44.988045189055555,8.236721e-08
28,46.654269084946506,8.3589576e-08
29,48.32049298083745,8.3775085e-08
30,49.986716876728394,8.356964e-08
31,51.652940772619345,8.518182e-08
32,53.31916466851029,8.341885e-08
33,54.985388564401234,8.354709e-08
34,56.651612460292185,8.583423e-08
35,58.31783635618313,8.482188e-08
36,59.98406025207407,8.23371e-08
37,61.650284147965024,8.31079e-08
38,63.31650804385597,8.367299e-08
39,64.98273193974691,8.321361e-08
40,66.64895583563786,8.415887e-08
41,68.31517973152881,8.5494804e-08
42,69.98140362741975,8.2493614e-08
43,71.6476275233107,8.374742e-08
44,73.31385141920165,8.392063e-08
45,74.98007531509259,8.416524e-08
46,76.64629921098354,8.259335e-08
47,78.3125231068745,8.295545e-08
48,79.97874700276543,8.467428e-08
49,81.64497089865638,8.443819e-08
50,83.31119479454733,8.420505e-08
51,84.97741869043827,8.494603e-08
52,86.64364258632922,8.463111e-08
53,88.30986648222017,8.2749104e-08
54,89.97609037811111,8.1637594e-08
55,91.64231427400206,8.3553296e-08
56,93.30853816989301,8.351085e-08
57,94.97476206578395,8.37988e-08
58,96.6409859616749,8.3697515e-08
59,98.30720985756585,8.458682e-08
60,99.97343375345679,8.3554426e-08
61,101.63965764934774,8.312696e-08
62,103.30588154523869,8.512347e-08
63,104.97210544112963,8.428165e-08
64,106.63832933702058,8.317625e-08
65,108.30455323291153,8.353004e-08
66,109.97077712880247,8.489646e-08
67,111.63700102469342,8.448988e-08
68,113.30322492058437,8.28281e-08
69,114.9694488164753,8.419416e-08
70,116.63567271236626,8.451029e-08
71,118.30189660825721,8.4119065e-08
72,119.96812050414815,8.3310894e-08
73,121.6343444000391,8.256969e-08
74,123.30056829593005,8.208588e-08
75,124.96679219182099,8.1898406e-08
76,126.63301608771194,8.333575e-08
77,128.2992399836029,8.444771e-08
78,129.96546387949383,8.295125e-08
79,131.6316877753848,8.341899e-08
80,133.29791167127573,8.474906e-08
81,134.96413556716666,8.330667e-08
82,136.63035946305763,8.503635e-08
83,138.29658335894857,8.4484434e-08
84,139.9628072548395,8.2936346e-08
85,141.62903115073047,8.138005e-08
86,143.2952550466214,8.341886e-08
87,144.96147894251234,8.366115e-08
88,146.6277028384033,8.301318e-08
89,148.29392673429425,8.441867e-08
90,149.96015063018518,8.319437e-08
91,151.62637452607615,8.206078e-08
92,153.29259842196709,8.1156294e-08
93,154.95882231785802,8.246285e-08
94,156.625046213749,8.362497e-08
95,158.29127010963992,8.3857145e-08
96,159.95749400553086,8.2068986e-08
97,161.62371790142183,8.181636e-08
98,163.28994179731276,8.35907e-08
99,164.9561656932037,8.1837335e-08
100,166.62238958909467,8.121941e-08
101,168.2886134849856,8.206964e-08
102,169.95483738087654,8.369633e-08
103,171.6210612767675,8.1939696e-08
104,173.28728517265844,8.211546e-08
105,174.95350906854938,8.2023966e-08
106,176.61973296444035,8.249665e-08
107,178.28595686033128,8.2737095e-08
108,179.95218075622222,8.321792e-08
109,181.61840465211318,8.288669e-08
110,183.28462854800412,8.2961805e-08
111,184.95085244389506,8.230462e-08
112,186.61707633978602,8.346511e-08
113,188.28330023567696,8.349179e-08
114,189.9495241315679,8.309096e-08
115,191.61574802745886,8.202998e-08
116,193.2819719233498,8.201912e-08
117,194.94819581924074,8.444217e-08
118,196.6144197151317,8.4907704e-08
119,198.28064361102264,8.322472e-08
120,199.94686750691358,8.214455e-08
121,201.61309140280454,8.360641e-08
122,203.27931529869548,8.544086e-08
123,204.94553919458642,8.4215436e-08
124,206.61176309047738,8.4156476e-08
125,208.27798698636832,8.3745654e-08
126,209.94421088225926,8.290501e-08
127,211.61043477815022,8.180822e-08
128,213.27665867404116,8.317352e-08
129,214.9428825699321,8.3801325e-08
130,216.60910646582306,8.4386734e-08
131,218.275330361714,8.418047e-08
132,219.94155425760493,8.1855255e-08
133,221.6077781534959,8.3252914e-08
134,223.27400204938684,8.3970136e-08
135,224.94022594527777,8.549933e-08
136,226.60644984116874,8.303791e-08
137,228.27267373705968,8.228804e-08
138,229.9388976329506,8.2813116e-08
139,231.60512152884158,8.5224166e-08
140,233.27134542473252,8.58492e-08
141,234.93756932062345,8.528601e-08
142,236.60379321651442,8.3751246e-08
143,238.27001711240536,8.545386e-08
144,239.9362410082963,8.368671e-08
145,241.60246490418726,8.4351456e-08
146,243.2686888000782,8.399186e-08
147,244.93491269596913,8.514338e-08
148,246.6011365918601,8.3564075e-08
149,248.26736048775103,8.4935884e-08
150,249.93358438364197,8.468021e-08
151,251.59980827953294,8.541379e-08
152,253.26603217542387,8.466895e-08
153,254.9322560713148,8.45148e-08
154,256.5984799672058,8.6275e-08
155,258.2647038630967,8.627565e-08
156,259.93092775898765,8.4974275e-08
157,261.5971516548786,8.425216e-08
158,263.2633755507696,8.566417e-08
159,264.9295994466605,8.5735316e-08
160,266.59582334255145,8.4303664e-08
161,268.2620472384424,8.428814e-08
162,269.92827113433333,8.549545e-08
163,271.59449503022427,8.6823725e-08
164,273.26071892611526,8.535673e-08
165,274.9269428220062,8.548145e-08
166,276.59316671789713,8.63094e-08
167,278.25939061378807,8.616914e-08
168,279.925614509679,8.727014e-08
169,281.59183840556994,8.50313e-08
170,283.25806230146094,8.61143e-08
171,284.9242861973519,8.409472e-08
172,286.5905100932428,8.4057646e-08
173,288.25673398913375,8.5253255e-08
174,289.9229578850247,8.5431736e-08
175,291.5891817809156,8.391799e-08
176,293.2554056768066,8.487918e-08
177,294.92162957269755,8.4387025e-08
178,296.5878534685885,8.421408e-08
179,298.25407736447943,8.273495e-08
180,299.92030126037037,8.5921094e-08
181,301.5865251562613,8.617634e-08
182,303.2527490521523,8.375237e-08
183,304.91897294804323,8.458983e-08
184,306.58519684393417,8.5215106e-08
185,308.2514207398251,8.443618e-08
186,309.91764463571604,8.509923e-08
187,311.583868531607,8.408542e-08
188,313.250092427498,8.53046e-08
189,314.9163163233889,8.5038096e-08
190,316.58254021927985,8.524912e-08
191,318.2487641151708,8.403806e-08
192,319.9149880110617,8.417003e-08
193,321.58121190695266,8.6015746e-08
194,323.24743580284365,8.416256e-08
195,324.9136596987346,8.4327915e-08
196,326.5798835946255,8.3966334e-08
197,328.24610749051647,8.543546e-08
198,329.9123313864074,8.4365794e-08
199,331.57855528229834,8.25244e-08
200,333.24477917818933,8.459197e-08
201,334.91100307408027,8.58843e-08
202,336.5772269699712,8.609339e-08
203,338.24345086586214,8.2352564e-08
204,339.9096747617531,8.3223284e-08
205,341.575898657644,8.442276e-08
206,343.242122553535,8.5743615e-08
207,344.90834644942595,8.4545874e-08
208,346.5745703453169,8.4656094e-08
209,348.2407942412078,8.298366e-08
210,349.90701813709876,8.344448e-08
211,351.5732420329897,8.261571e-08
212,353.2394659288807,8.3855575e-08
213,354.9056898247716,8.317124e-08
214,356.57191372066256,8.297403e-08
215,358.2381376165535,8.423439e-08
216,359.90436151244444,8.350085e-08
217,361.5705854083354,8.2916415e-08
218,363.23680930422637,8.336049e-08
219,364.9030332001173,8.402117e-08
220,366.56925709600824,8.379606e-08
221,368.2354809918992,8.405893e-08
222,369.9017048877901,8.4631225e-08
223,371.56792878368105,8.512198e-08
224,373.23415267957205,8.346489e-08
225,374.900376575463,8.4474216e-08
226,376.5666004713539,8.476595e-08
227,378.23282436724486,8.524836e-08
228,379.8990482631358,8.226774e-08
229,381.56527215902673,8.408806e-08
230,383.2314960549177,8.521321e-08
231,384.89771995080866,8.627175e-08
232,386.5639438466996,8.267971e-08
233,388.23016774259054,8.2460225e-08
234,389.8963916384815,8.212841e-08
235,391.5626155343724,8.262276e-08
236,393.2288394302634,8.396212e-08
237,394.89506332615434,8.446133e-08
238,396.5612872220453,8.298552e-08
239,398.2275111179362,8.2838746e-08
240,399.89373501382715,8.3243314e-08
241,401.5599589097181,8.3232386e-08
242,403.2261828056091,8.3018264e-08
243,404.8924067015,8.5096445e-08
244,406.55863059739096,8.378907e-08
245,408.2248544932819,8.391553e-08
246,409.89107838917283,8.397381e-08
247,411.55730228506377,8.4924565e-08
248,413.22352618095476,8.4829686e-08
249,414.8897500768457,8.31055e-08
250,416.55597397273664,8.5357044e-08
251,418.2221978686276,8.6578744e-08
252,419.8884217645185,8.516445e-08
253,421.55464566040945,8.2932104e-08
254,423.22086955630044,8.433868e-08
255,424.8870934521914,8.432803e-08
256,426.5533173480823,8.2979746e-08
257,428.21954124397325,8.511619e-08
258,429.8857651398642,8.519367e-08
259,431.5519890357552,8.407459e-08
260,433.2182129316461,8.3097035e-08
261,434.88443682753706,8.495202e-08
262,436.550660723428,8.4675584e-08
263,438.21688461931893,8.383929e-08
264,439.88310851520987,8.474288e-08
265,441.54933241110086,8.414732e-08
266,443.2155563069918,8.409488e-08
267,444.88178020288274,8.377211e-08
268,446.5480040987737,8.210591e-08
269,448.2142279946646,8.467953e-08
270,449.88045189055555,8.551483e-08
271,451.54667578644654,8.40233e-08
272,453.2128996823375,8.276434e-08
273,454.8791235782284,8.354458e-08
274,456.54534747411935,8.313418e-08
275,458.2115713700103,8.402907e-08
276,459.8777952659012,8.427885e-08
277,461.5440191617922,8.325273e-08
278,463.21024305768316,8.374525e-08
279,464.8764669535741,8.365873e-08
280,466.54269084946503,8.571216e-08
281,468.20891474535597,8.508545e-08
282,469.8751386412469,8.4795225e-08
283,471.5413625371379,8.261872e-08
284,473.20758643302884,8.254232e-08
285,474.8738103289198,8.560284e-08
286,476.5400342248107,8.410104e-08
287,478.20625812070165,8.2750674e-08
288,479.8724820165926,8.1737014e-08
289,481.5387059124836,8.26062e-08
290,483.2049298083745,8.440929e-08
291,484.87115370426545,8.384765e-08
292,486.5373776001564,8.5126004e-08
293,488.2036014960473,8.406832e-08
294,489.86982539193826,8.4548184e-08
295,491.53604928782926,8.470179e-08
296,493.2022731837202,8.516758e-08
297,494.86849707961113,8.388132e-08
298,496.53472097550207,8.4320476e-08
299,498.200944871393,8.546592e-08
300,499.86716876728394,8.511101e-08
301,501.53339266317494,8.46486e-08
302,503.1996165590659,8.384104e-08
303,504.8658404549568,8.433972e-08
304,506.53206435084775,8.54386e-08
305,508.1982882467387,8.616965e-08
306,509.8645121426296,8.642382e-08
307,511.5307360385206,8.655548e-08
308,513.1969599344116,8.511704e-08
309,514.8631838303024,8.481195e-08
310,516.5294077261934,8.410601e-08
311,518.1956316220844,8.557243e-08
312,519.8618555179753,8.393273e-08
313,521.5280794138663,8.476141e-08
314,523.1943033097572,8.506225e-08
315,524.8605272056482,8.499886e-08
316,526.5267511015392,8.493997e-08
317,528.19297499743,8.554017e-08
318,529.859198893321,8.6191456e-08
319,531.5254227892119,8.772889e-08
320,533.1916466851029,8.689188e-08
321,534.8578705809938,8.6012214e-08
322,536.5240944768848,8.4477435e-08
323,538.1903183727758,8.461248e-08
324,539.8565422686667,8.665657e-08
325,541.5227661645577,8.631466e-08
326,543.1889900604485,8.790882e-08
327,544.8552139563395,8.71012e-08
328,546.5214378522305,8.743217e-08
329,548.1876617481214,8.5606125e-08
330,549.8538856440124,8.5776946e-08
331,551.5201095399033,8.429137e-08
332,553.1863334357943,8.626593e-08
333,554.8525573316851,8.626199e-08
334,556.5187812275761,8.526822e-08
335,558.1850051234671,8.745909e-08
336,559.851229019358,8.6722125e-08
337,561.517452915249,8.739954e-08
338,563.1836768111399,8.541088e-08
339,564.8499007070309,8.583849e-08
340,566.5161246029219,8.6675094e-08
341,568.1823484988128,8.841629e-08
342,569.8485723947038,8.731314e-08
343,571.5147962905946,8.512474e-08
344,573.1810201864856,8.550129e-08
345,574.8472440823765,8.747623e-08
346,576.5134679782675,8.752188e-08
347,578.1796918741585,8.652029e-08
348,579.8459157700494,8.706141e-08
349,581.5121396659404,8.7289784e-08
350,583.1783635618312,8.8034625e-08
351,584.8445874577222,8.748798e-08
352,586.5108113536132,8.8460666e-08
353,588.1770352495041,8.779446e-08
354,589.8432591453951,8.578914e-08
355,591.509483041286,8.617017e-08
356,593.175706937177,8.753574e-08
357,594.8419308330679,8.564563e-08
358,596.5081547289589,8.765471e-08
359,598.1743786248499,8.754279e-08
360,599.8406025207407,8.757626e-08
361,601.5068264166317,8.6690584e-08
362,603.1730503125226,8.7563635e-08
363,604.8392742084136,8.656263e-08
364,606.5054981043046,8.651746e-08
365,608.1717220001955,8.69426e-08
366,609.8379458960865,8.752919e-08
367,611.5041697919773,8.849942e-08
368,613.1703936878683,8.764292e-08
369,614.8366175837592,8.632827e-08
370,616.5028414796502,8.657102e-08
371,618.1690653755412,8.837772e-08
372,619.8352892714321,8.6997424e-08
373,621.5015131673231,8.6202846e-08
374,623.167737063214,8.7190855e-08
375,624.833960959105,8.8833374e-08
376,626.500184854996,8.783983e-08
377,628.1664087508868,8.946685e-08
378,629.8326326467778,8.80986e-08
379,631.4988565426687,8.483888e-08
380,633.1650804385597,8.604305e-08
381,634.8313043344506,8.595604e-08
382,636.4975282303416,8.776539e-08
383,638.1637521262326,8.796667e-08
384,639.8299760221234,8.6929454e-08
385,641.4961999180144,8.728911e-08
386,643.1624238139053,8.678965e-08
387,644.8286477097963,8.8129916e-08
388,646.4948716056873,8.614626e-08
389,648.1610955015782,8.735527e-08
390,649.8273193974692,8.6479616e-08
391,651.4935432933601,8.740441e-08
392,653.159767189251,8.799814e-08
393,654.825991085142,8.682973e-08
394,656.4922149810329,8.673643e-08
395,658.1584388769239,8.618563e-08
396,659.8246627728148,8.650557e-08
397,661.4908866687058,8.6018254e-08
398,663.1571105645967,8.880585e-08
399,664.8233344604877,8.6653465e-08
400,666.4895583563787,8.563334e-08
401,668.1557822522695,8.662992e-08
402,669.8220061481605,8.627327e-08
403,671.4882300440514,8.760847e-08
404,673.1544539399424,8.686816e-08
405,674.8206778358334,8.668454e-08
406,676.4869017317243,8.699992e-08
407,678.1531256276153,8.72281e-08
408,679.8193495235062,8.650021e-08
409,681.4855734193972,8.569363e-08
410,683.151797315288,8.678232e-08
411,684.818021211179,8.7833e-08
412,686.48424510707,8.595626e-08
413,688.1504690029609,8.494757e-08
414,689.8166928988519,8.481632e-08
415,691.4829167947428,8.47864e-08
416,693.1491406906338,8.480109e-08
417,694.8153645865248,8.676233e-08
418,696.4815884824156,8.651648e-08
419,698.1478123783066,8.698637e-08
420,699.8140362741975,8.602428e-08
421,701.4802601700885,8.6032635e-08
422,703.1464840659794,8.587759e-08
423,704.8127079618704,8.547135e-08
424,706.4789318577614,8.551745e-08
425,708.1451557536523,8.3588844e-08
426,709.8113796495433,8.453308e-08
427,711.4776035454341,8.5629054e-08
428,713.1438274413251,8.6192536e-08
429,714.8100513372161,8.470015e-08
430,716.476275233107,8.4547644e-08
431,718.142499128998,8.5938545e-08
432,719.8087230248889,8.513215e-08
433,721.4749469207799,8.5325425e-08
434,723.1411708166708,8.482641e-08
435,724.8073947125617,8.621769e-08
436,726.4736186084527,8.6237236e-08
437,728.1398425043436,8.4861384e-08
438,729.8060664002346,8.442018e-08
439,731.4722902961255,8.6645116e-08
440,733.1385141920165,8.734022e-08
441,734.8047380879075,8.486736e-08
442,736.4709619837984,8.439167e-08
443,738.1371858796894,8.412317e-08
444,739.8034097755802,8.7175934e-08
445,741.4696336714712,8.551436e-08
446,743.1358575673621,8.480031e-08
447,744.8020814632531,8.4873456e-08
448,746.4683053591441,8.610776e-08
449,748.134529255035,8.6730346e-08
450,749.800753150926,8.62855e-08
451,751.4669770468169,8.621377e-08
452,753.1332009427078,8.7861245e-08
453,754.7994248385988,8.701192e-08
454,756.4656487344897,8.638185e-08
455,758.1318726303807,8.622112e-08
456,759.7980965262716,8.776961e-08
457,761.4643204221626,8.491533e-08
458,763.1305443180535,8.502375e-08
459,764.7967682139445,8.554827e-08
460,766.4629921098355,8.454661e-08
461,768.1292160057263,8.6882324e-08
462,769.7954399016173,8.6549804e-08
463,771.4616637975082,8.66529e-08
464,773.1278876933992,8.608448e-08
465,774.7941115892902,8.4562195e-08
466,776.4603354851811,8.593457e-08
467,778.1265593810721,8.728523e-08
468,779.792783276963,8.7310816e-08
469,781.459007172854,8.572094e-08
470,783.1252310687448,8.685118e-08
471,784.7914549646358,8.5851404e-08
472,786.4576788605268,8.607039e-08
473,788.1239027564177,8.6243816e-08
474,789.7901266523087,8.6910724e-08
475,791.4563505481996,8.64723e-08
476,793.1225744440906,8.657832e-08
477,794.7887983399816,8.5265704e-08
478,796.4550222358724,8.7435694e-08
479,798.1212461317634,8.8279286e-08
480,799.7874700276543,8.796916e-08
481,801.4536939235453,8.638397e-08
482,803.1199178194362,8.606759e-08
483,804.7861417153272,8.692079e-08
484,806.4523656112182,8.569787e-08
485,808.118589507109,8.805616e-08
486,809.784813403,8.875901e-08
487,811.4510372988909,8.743368e-08
488,813.1172611947819,8.480833e-08
489,814.7834850906729,8.731873e-08
490,816.4497089865638,8.7864e-08
491,818.1159328824548,8.669458e-08
492,819.7821567783457,8.519359e-08
493,821.4483806742367,8.6698336e-08
494,823.1146045701275,8.7500446e-08
495,824.7808284660185,8.671493e-08
496,826.4470523619095,8.4637435e-08
497,828.1132762578004,8.4534925e-08
498,829.7795001536914,8.604458e-08
499,831.4457240495823,8.645464e-08
500,833.1119479454733,8.504663e-08
501,834.7781718413643,8.403384e-08
502,836.4443957372551,8.6418396e-08
503,838.1106196331461,8.588727e-08
504,839.776843529037,8.3864784e-08
505,841.443067424928,8.545366e-08
506,843.1092913208189,8.486628e-08
507,844.7755152167099,8.499064e-08
508,846.4417391126009,8.487385e-08
509,848.1079630084918,8.496843e-08
510,849.7741869043828,8.5802434e-08
511,851.4404108002736,8.6723446e-08
512,853.1066346961646,8.6097735e-08
513,854.7728585920556,8.620791e-08
514,856.4390824879465,8.4658005e-08
515,858.1053063838375,8.52069e-08
516,859.7715302797284,8.538868e-08
517,861.4377541756194,8.590061e-08
518,863.1039780715104,8.6220744e-08
519,864.7702019674012,8.435296e-08
520,866.4364258632922,8.582274e-08
521,868.1026497591831,8.61905e-08
522,869.7688736550741,8.640739e-08
523,871.435097550965,8.6186056e-08
524,873.101321446856,8.8086196e-08
525,874.767545342747,8.692062e-08
526,876.4337692386379,8.6329194e-08
527,878.0999931345289,8.684223e-08
528,879.7662170304197,8.6044395e-08
529,881.4324409263107,8.5011585e-08
