#    N     S[cm]       BetaX       AlfaX       BetaY       AlfaY        DspX       DspXp        DspY       DspYp
0   476.0980316404318   234.17943716182447   1.606657661945724   249.24268703220457   1.7793706993804554   -0.001118544356844556   3.109133688391823e-05   0   0
0   480.09885543572955   221.56835573123587   1.545472102133807   235.27238290494918   1.7124955687340537   -0.0009942470816442605   3.1067920398390355e-05   0   0
0   484.0996792310273   209.4467290048588   1.484286542321889   221.83704727990676   1.6456204380876511   -0.0008699498064439631   3.1067920398390355e-05   0   0
0   488.10050302632504   197.8145569826936   1.4231009825099716   208.9366801570776   1.5787453074412494   -0.0007456525312436676   3.1067920398390355e-05   0   0
0   492.1013268216228   186.67201177964964   1.3619154226980532   196.57146965612742   1.5118701767948464   -0.0006213552560433699   3.1067920398390965e-05   0   0
0   496.10215061692054   176.0197419209298   1.3007298628861348   184.74212460782962   1.444995046148444   -0.0004970579808430723   3.106792039839082e-05   0   0
0   500.1029744122183   165.85655383469194   1.239544303074215   173.44734045154703   1.378119915502041   -0.00037276070564277314   3.106792039839082e-05   0   0
0   504.10379820751604   156.18295101494533   1.1783587432622962   162.68766750058475   1.3112447848556386   -0.00024846343044247575   3.106792039839082e-05   0   0
0   508.1046220028138   146.99893346168972   1.1171731834503764   152.46310575494252   1.2443696542092353   -0.00012416615524217658   3.1067920398390775e-05   0   0
0   512.1054457981115   138.3045011749254   1.055987623638458   142.77365521462067   1.1774945235628334   1.3111995812001788e-07   3.106792039838759e-05   0   0
0   516.1062695934093   130.0996541546522   0.9948020638265396   133.61931587961905   1.1106193929164319   0.0001244283951584163   3.1067920398390816e-05   0   0
0   520.107093388707   122.38439240087003   0.9336165040146206   125.0000877499375   1.0437442622700295   0.0002487256703587137   3.106792039839082e-05   0   0
0   524.1079171840048   115.15871591357876   0.8724309442027001   116.91597082557595   0.9768691316236254   0.00037302294555901464   3.106792039839082e-05   0   0
0   528.1087409793025   108.42262469277884   0.8112453843907813   109.36696510653479   0.909994000977223   0.0004973202207593121   3.106792039839102e-05   0   0
0   532.1095647746002   102.17611873847012   0.750059824578863   102.35307059281384   0.8431188703308208   0.0006216174959596095   3.106792039839102e-05   0   0
0   536.110388569898   96.41919805065251   0.6888742647669451   95.87428728441306   0.7762437396844185   0.000745914771159907   3.106792039839102e-05   0   0
0   540.1112123651958   91.15186262932583   0.6276887049550254   89.9306151813323   0.7093686090380144   0.0008702120463602079   3.106792039839102e-05   0   0
0   544.1120361604935   86.37411247449045   0.5665031451431074   84.5220542835719   0.6424934783916121   0.0009945093215605052   3.106792039839082e-05   0   0
0   548.1128599557912   82.08594758614613   0.5053175853311893   79.64860459113169   0.5756183477452098   0.0011188065967608026   3.106792039839082e-05   0   0
0   552.113683751089   78.28736796429291   0.44413202551927145   75.31026610401167   0.5087432170988075   0.0012431038719611   3.106792039839122e-05   0   0
0   556.1145075463868   74.97837360893071   0.38294646570735164   71.50703882221174   0.4418680864524034   0.0013674011471614012   3.106792039839122e-05   0   0
0   560.1153313416845   72.15896452005971   0.3217609058954337   68.23892274573208   0.3749929558060011   0.0014916984223616986   3.106792039839122e-05   0   0
0   564.1161551369822   69.8291406976798   0.2605753460835157   65.50591787457265   0.30811782515959885   0.0016159956975619959   3.106792039839082e-05   0   0
0   568.11697893228   67.988902141791   0.19938978627159767   63.308024208733364   0.2412426945131966   0.0017402929727622933   3.106792039839082e-05   0   0
0   572.1178027275778   66.63824885239323   0.13820422645967795   61.64524174821424   0.1743675638667924   0.0018645902479625942   3.106792039839082e-05   0   0
0   576.1186265228755   65.77718082948665   0.07701866664775997   60.51757049301535   0.10749243322039015   0.001988887523162891   3.106792039839033e-05   0   0
